X,yob,incnum,Bachelor,Male,marital,union,relfreq,moreno,religionlink,regionlink,classlink,racelink,respondent_class,weight,region,religion,race,joblossnum,taxarg,employment,agecat,taxnum,educsimple,jl2
151,1978,3,0,0,0,No,NA,NA,3,2,3,3,middle class,0.415960911,East Midlands,Non-religious,White - Irish,NA,Eth,"Unemployed, looking for work",Age2544,5,PostSec,0
152,1988,6,0,0,0,No,2,2,1,2,1,2,affluent people,0.415960911,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age2544,3,PostSec,1
153,1977,4,0,0,0,Yes,1,1,2,3,3,2,middle class,0.415960911,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age2544,4,PostSec,1
154,1991,2,0,1,0,No,NA,1,2,2,2,2,working class,0.415960911,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,5,PostSec,2
155,1981,2,0,0,0,No,1,3,2,2,2,2,working class,0.415960911,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age2544,4,PostSec,1
156,1985,1,0,1,0,No,NA,3,2,2,2,2,working class,0.415960911,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,"Unemployed, looking for work",Age2544,6,PostSec,0
157,1975,1,0,1,0,Not Employed,NA,1,1,2,3,2,working class,0.415960911,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,"Unemployed, looking for work",Age2544,7,PostSec,0
158,1990,3,0,1,0,No,1,3,1,1,2,2,middle class,0.415960911,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,3,Eth,Working full time,Age2544,3,PostSec,3
159,1987,3,0,0,0,Not Employed,NA,1,2,2,2,3,middle class,0.415960911,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,"Unemployed, looking for work",Age2544,4,PostSec,0
160,1978,2,0,1,0,No,1,2,2,3,2,3,working class,0.415960911,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,2,PostSec,2
161,1985,5,0,1,1,No,NA,5,3,2,2,1,middle class,0.415960911,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,4,NA,Working full time,Age2544,3,PostSec,4
162,1979,6,0,0,0,No,NA,1,2,3,2,3,affluent people,0.415960911,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working part-time,Age2544,6,PostSec,2
163,1982,3,0,0,0,No,NA,1,3,3,2,3,middle class,0.415960911,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age2544,1,PostSec,1
164,1980,6,0,1,1,No,NA,3,3,4,3,3,affluent people,0.415960911,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,5,NA,Working part-time,Age2544,5,PostSec,5
165,1988,4,0,0,0,No,NA,5,3,3,2,2,middle class,0.415960911,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,"Unemployed, looking for work",Age2544,3,PostSec,0
166,1985,3,0,0,0,Not Employed,NA,NA,2,2,2,2,middle class,0.780755253,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Other,Age2544,4,HS,0
167,1990,6,0,1,1,No,NA,NA,3,3,3,3,affluent people,0.780755253,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age2544,6,HS,2
168,1985,3,0,0,1,No,NA,2,2,3,2,3,middle class,0.780755253,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,3,Ctl,Working full time,Age2544,4,HS,3
169,1986,3,0,1,1,No,3,5,3,3,3,3,middle class,0.780755253,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age2544,5,HS,0
170,1975,3,0,0,1,Yes,4,1,4,4,4,4,middle class,0.27649523,East Midlands,Catholic,White - British/English/Welsh/Scottish/Northern Irish,4,Eth,Working full time,Age2544,7,PostSec,4
171,1989,5,0,1,0,Not Employed,NA,5,3,3,2,3,middle class,0.27649523,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working part-time,Age2544,4,PostSec,1
172,1979,1,0,1,0,No,NA,3,3,2,3,2,working class,0.27649523,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,"Unemployed, looking for work",Age2544,3,PostSec,0
173,1966,4,0,1,0,No,2,4,1,1,1,1,middle class,0.143219237,East Midlands,Church of England,Black Caribbean,3,NA,Working full time,Age4564,4,PostSec,3
174,1971,3,0,1,1,No,NA,1,1,2,3,3,middle class,0.269087731,East Midlands,Non-religious,Black Caribbean,NA,NA,"Unemployed, looking for work",Age4564,3,HS,0
175,1964,1,0,1,0,No,1,3,1,3,3,3,working class,0.269087731,East Midlands,Church of England,Black Caribbean,NA,Eth,"Unemployed, looking for work",Age4564,4,HS,0
176,1966,1,0,0,0,Yes,2,3,2,3,2,2,working class,1.050316634,East Midlands,Muslim,Indian,5,Ctl,Working part-time,Age4564,6,PostSec,5
177,1952,4,1,0,0,No,NA,1,2,2,2,2,middle class,0.309923547,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age4564,5,BachPlus,0
178,1960,7,1,1,1,No,2,1,3,3,3,3,affluent people,0.309923547,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age4564,3,BachPlus,2
179,1953,6,1,0,1,No,1,1,2,3,3,3,affluent people,0.309923547,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age4564,6,BachPlus,1
180,1966,7,1,0,1,Not Employed,2,1,1,2,2,3,affluent people,0.309923547,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age4564,4,BachPlus,1
181,1958,4,1,1,1,Yes,1,2,1,3,3,3,middle class,0.309923547,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working part-time,Age4564,4,BachPlus,1
182,1955,4,1,0,1,No,NA,NA,2,3,2,3,middle class,0.309923547,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working part-time,Age4564,5,BachPlus,1
183,1955,7,1,0,0,Yes,NA,2,1,3,3,2,affluent people,0.309923547,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working part-time,Age4564,5,BachPlus,2
184,1970,3,1,0,0,No,1,1,2,3,3,2,middle class,0.309923547,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working part-time,Age4564,4,BachPlus,1
185,1961,7,1,0,1,Yes,2,2,2,2,1,4,affluent people,0.309923547,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age4564,3,BachPlus,1
186,1971,3,1,1,0,No,NA,2,2,2,2,2,middle class,0.309923547,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age4564,4,BachPlus,2
187,1956,7,1,1,1,No,1,1,2,2,4,2,affluent people,0.309923547,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age4564,7,BachPlus,0
188,1971,5,1,0,0,Yes,2,1,1,2,3,2,middle class,0.309923547,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age4564,6,BachPlus,1
189,1959,6,1,1,1,Not Employed,NA,1,NA,NA,NA,NA,affluent people,0.309923547,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age4564,5,BachPlus,0
190,1956,2,0,1,1,No,NA,3,3,3,4,2,working class,1.097844264,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,"Unemployed, looking for work",Age4564,5,HS,0
191,1964,2,0,0,1,No,NA,3,1,2,2,2,working class,1.097844264,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Other,Age4564,5,HS,0
192,1966,3,0,0,0,No,1,1,1,4,4,3,middle class,1.097844264,East Midlands,Catholic,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working full time,Age4564,3,HS,2
193,1953,1,0,0,0,No,NA,2,2,2,3,2,working class,1.097844264,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age4564,4,HS,0
194,1962,5,0,1,1,No,1,3,2,2,3,2,middle class,1.097844264,East Midlands,Other,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Other,Age4564,5,HS,0
195,1953,1,0,0,0,No,NA,3,1,1,3,1,working class,1.097844264,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age4564,7,HS,0
196,1970,1,0,1,0,No,1,3,1,1,1,1,working class,1.097844264,East Midlands,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,"Unemployed, looking for work",Age4564,5,HS,0
197,1961,4,0,1,0,No,1,3,2,3,2,3,middle class,0.388910126,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age4564,5,PostSec,2
198,1957,2,0,1,1,No,NA,NA,1,2,2,2,working class,0.388910126,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Other,Age4564,5,PostSec,0
199,1961,7,0,1,1,Yes,1,3,2,2,3,3,affluent people,0.388910126,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age4564,6,PostSec,2
200,1955,4,0,1,1,No,1,1,1,1,2,2,middle class,0.388910126,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age4564,4,PostSec,0
201,1953,1,0,0,0,No,NA,1,1,2,3,2,working class,0.388910126,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age4564,7,PostSec,0
202,1959,6,0,1,1,No,1,1,2,1,4,4,affluent people,0.388910126,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working part-time,Age4564,5,PostSec,1
203,1954,1,0,1,0,No,NA,2,3,2,3,4,working class,0.388910126,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,3,Eth,Working part-time,Age4564,5,PostSec,3
204,1969,5,0,0,1,No,NA,1,3,1,3,2,middle class,0.388910126,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working part-time,Age4564,5,PostSec,2
205,1963,4,0,1,1,No,4,1,3,2,2,2,middle class,0.388910126,East Midlands,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working full time,Age4564,3,PostSec,1
206,1972,3,0,0,0,No,1,2,2,2,3,4,middle class,0.730007569,East Midlands,Catholic,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age4564,5,HS,2
207,1949,6,0,0,1,Not Employed,1,2,3,2,2,2,affluent people,1.739348179,East Midlands,Catholic,Pakistani,NA,NA,Retired,Age65p,4,HS,0
208,1921,3,0,1,0,Yes,2,4,3,2,1,3,middle class,1.739348179,East Midlands,Muslim,Bangladeshi,3,NA,Working part-time,Age65p,1,HS,3
209,1946,2,1,0,1,Not Employed,2,2,3,3,2,1,working class,0.572304505,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,3,BachPlus,0
210,1946,6,1,1,1,No,NA,1,3,2,2,2,affluent people,0.572304505,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,4,BachPlus,0
211,1950,2,1,1,1,No,1,NA,2,3,3,3,working class,0.572304505,East Midlands,Hindu,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,5,BachPlus,0
212,1937,5,1,1,1,Not Employed,2,1,2,4,3,4,middle class,0.572304505,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,5,BachPlus,0
213,1950,5,1,1,1,Yes,1,1,3,3,3,3,middle class,0.572304505,East Midlands,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,5,BachPlus,0
214,1941,5,1,1,0,No,NA,2,3,3,3,3,middle class,0.572304505,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,7,BachPlus,0
215,1942,5,1,1,1,No,NA,1,1,2,3,2,middle class,0.572304505,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,1,BachPlus,0
216,1945,4,0,1,1,No,NA,1,1,1,2,1,middle class,2.026281418,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,2,HS,0
217,1950,2,0,0,1,No,1,2,2,2,2,3,working class,2.026281418,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,4,HS,0
218,1936,3,0,0,0,No,1,2,2,3,3,2,middle class,2.026281418,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,3,HS,0
219,1950,1,0,0,1,Not Employed,2,1,2,3,3,3,working class,2.026281418,East Midlands,Catholic,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,4,HS,0
220,1943,3,0,1,1,Not Employed,NA,1,2,2,2,2,middle class,2.026281418,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,4,HS,0
221,1949,3,0,0,0,No,2,3,1,3,3,2,middle class,2.026281418,East Midlands,Church of England,White - Irish,NA,NA,Retired,Age65p,3,HS,0
222,1949,6,0,1,1,No,NA,4,4,3,3,3,affluent people,2.026281418,East Midlands,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,3,HS,0
223,1949,6,0,1,1,No,1,1,2,2,3,3,affluent people,2.026281418,East Midlands,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,3,HS,0
224,1942,2,0,1,1,Not Employed,4,3,4,3,3,4,working class,2.026281418,East Midlands,Catholic,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,2,HS,0
225,1944,2,0,0,0,Not Employed,1,1,3,1,2,3,working class,2.026281418,East Midlands,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,2,HS,0
226,1945,3,0,1,1,Yes,1,3,1,3,4,1,middle class,2.026281418,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,5,HS,0
227,1948,1,0,0,0,No,2,1,3,4,3,4,working class,0.718061127,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Retired,Age65p,4,PostSec,0
228,1941,2,0,1,1,No,3,3,3,2,3,1,working class,0.718061127,East Midlands,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,4,PostSec,0
229,1942,5,0,1,1,Not Employed,2,3,3,3,3,3,middle class,0.718061127,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,4,PostSec,0
230,1949,4,1,0,0,Not Employed,4,1,3,3,4,3,middle class,0.380477457,East Midlands,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,Retired,Age65p,3,BachPlus,0
231,1951,3,1,1,0,No,2,5,2,2,2,1,middle class,0.380477457,East Midlands,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working part-time,Age65p,4,BachPlus,2
232,1945,2,1,1,1,No,2,1,4,4,4,4,working class,0.380477457,East Midlands,Catholic,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Retired,Age65p,1,BachPlus,0
233,1992,5,1,1,1,Yes,2,3,1,2,2,3,middle class,1.007120107,East of England,Other Christian,Black African,2,NA,Working full time,Age1524,6,BachPlus,2
234,1993,4,1,0,0,No,1,1,3,2,3,3,middle class,0.723376636,East of England,Catholic,Other ethnic group,2,Ctl,Working part-time,Age1524,5,BachPlus,2
235,1992,4,1,0,0,No,NA,3,2,3,3,3,middle class,0.480953696,East of England,Non-religious,Other ethnic group,1,Eth,On a long-term leave,Age1524,7,BachPlus,1
236,1995,5,1,1,1,No,2,4,1,3,2,2,middle class,2.343472487,East of England,Catholic,Bangladeshi,3,NA,On a long-term leave,Age1524,5,BachPlus,3
237,1992,2,1,1,0,No,3,3,3,3,4,3,working class,0.495423365,East of England,Muslim,Pakistani,4,NA,Working part-time,Age1524,6,BachPlus,4
238,1999,7,1,0,0,No,2,1,3,2,3,2,affluent people,0.868097905,East of England,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,Student,Age1524,4,BachPlus,0
239,1999,3,1,0,0,Yes,1,3,3,2,1,3,middle class,0.868097905,East of England,Hindu,White - Irish,3,Eth,Working full time,Age1524,5,BachPlus,3
240,1999,6,1,0,0,No,NA,1,3,3,2,3,affluent people,0.868097905,East of England,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Student,Age1524,4,BachPlus,0
241,1994,4,0,1,0,No,3,5,3,2,3,2,middle class,3.072948768,East of England,Church of England,White - Irish,2,NA,Working full time,Age1524,3,HS,2
242,1999,1,0,0,0,No,2,1,2,2,2,2,working class,3.072948768,East of England,Church of England,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working part-time,Age1524,4,HS,1
243,2000,2,0,0,0,No,NA,5,1,1,1,1,working class,1.089127284,East of England,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working part-time,Age1524,4,PostSec,1
244,1993,3,0,0,0,No,NA,2,2,2,2,3,middle class,1.089127284,East of England,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,Ctl,"Unemployed, looking for work",Age1524,4,PostSec,0
245,1993,6,0,0,0,No,NA,1,3,3,2,3,affluent people,2.043625592,East of England,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age1524,1,HS,1
246,1980,5,0,1,1,No,1,1,2,2,2,2,middle class,0.760568325,East of England,Church of England,Black Caribbean,2,Ctl,Working full time,Age2544,4,HS,2
247,1984,1,0,0,1,Not Employed,4,2,3,3,4,2,working class,1.972650356,East of England,Muslim,Pakistani,3,NA,Working full time,Age2544,7,PostSec,3
248,1974,6,0,0,1,No,NA,1,2,3,3,1,affluent people,1.769920572,East of England,Non-religious,Bangladeshi,2,Ctl,Working part-time,Age2544,3,HS,2
249,1977,3,0,0,1,No,NA,NA,1,4,2,3,middle class,0.416971606,East of England,Non-religious,Indian,NA,Ctl,Other,Age2544,7,PostSec,0
250,1980,1,0,0,1,No,NA,2,2,2,2,1,working class,2.298060254,East of England,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working part-time,Age2544,4,PostSec,1
251,1980,7,1,1,1,No,2,1,2,3,3,3,affluent people,0.582369327,East of England,Catholic,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age2544,3,BachPlus,1
252,1974,7,1,1,0,No,NA,1,2,1,3,2,affluent people,0.582369327,East of England,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,Eth,Working full time,Age2544,2,BachPlus,1
253,1975,2,1,0,0,No,1,NA,2,3,3,3,working class,0.582369327,East of England,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Ctl,Working full time,Age2544,4,BachPlus,2
254,1982,5,1,0,1,Yes,2,1,2,3,3,3,middle class,0.582369327,East of England,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,2,BachPlus,2
255,1975,7,1,0,1,Yes,1,1,3,3,3,3,affluent people,0.582369327,East of England,Other Christian,White - British/English/Welsh/Scottish/Northern Irish,1,Ctl,Working full time,Age2544,3,BachPlus,1
256,1985,6,1,1,1,Yes,4,3,4,3,3,4,affluent people,0.582369327,East of England,Church of England,White - British/English/Welsh/Scottish/Northern Irish,4,Eth,Working full time,Age2544,6,BachPlus,4
257,1980,5,1,0,1,Yes,NA,NA,2,3,3,3,middle class,0.582369327,East of England,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,2,Eth,Working full time,Age2544,2,BachPlus,2
258,1988,5,1,0,0,No,NA,2,3,3,3,3,middle class,0.582369327,East of England,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,1,NA,Working part-time,Age2544,5,BachPlus,1
259,1983,4,1,0,1,No,1,3,2,1,2,1,middle class,0.582369327,East of England,Church of England,White - British/English/Welsh/Scottish/Northern Irish,2,NA,Working part-time,Age2544,4,BachPlus,2
260,1975,3,1,0,0,No,NA,1,2,2,3,2,middle class,0.582369327,East of England,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,Other,Age2544,4,BachPlus,0
261,1981,5,1,0,1,No,NA,1,3,3,1,3,middle class,0.582369327,East of England,Non-religious,White - British/English/Welsh/Scottish/Northern Irish,NA,NA,"Unemployed, looking for work",Age2544,3,BachPlus,0
262,1973,2,1,0,0,No,1,1,3,3,3,2,working class,0.582369327,East of England,Church of England,White - British/English/Welsh/Scottish/Northern Irish,NA,Eth,"Unemployed, looking for work",Age2544,3,BachPlus,0
