X,yob,incnum,Bachelor,Male,marital,union,relfreq,moreno,religionlink,regionlink,classlink,racelink,respondent_class,weight,region,religion,race,joblossnum,taxarg,employment,agecat,taxnum,educsimple,jl2
162,1968,1,0,1,1,Not Employed,1,3,1,3,3,2,working class,1.074945029,Baden-Wurttemberg,Protestant,Germans,NA,Ctl,Retired,Age4564,5,LessBach,0
163,1967,4,0,0,0,No,1,3,1,1,2,1,middle class,1.074945029,Baden-Wurttemberg,Protestant,Germans,1,Eth,Working part-time,Age4564,3,LessBach,1
164,1958,1,0,1,1,No,NA,3,3,2,3,3,working class,1.074945029,Baden-Wurttemberg,Non-religious,Germans,NA,Ctl,Retired,Age4564,1,LessBach,0
165,1959,6,0,0,1,No,NA,3,1,3,3,3,affluent people,1.074945029,Baden-Wurttemberg,Non-religious,Germans,1,Ctl,Working full time,Age4564,3,LessBach,1
166,1958,5,0,0,1,No,NA,1,1,3,3,4,middle class,1.074945029,Baden-Wurttemberg,Non-religious,Germans,4,Reg,Working part-time,Age4564,5,LessBach,4
167,1959,6,0,1,0,No,1,2,2,4,1,3,affluent people,1.074945029,Baden-Wurttemberg,Protestant,Germans,2,Reg,Working full time,Age4564,5,LessBach,2
168,1968,5,0,1,1,No,2,4,3,2,2,3,middle class,1.074945029,Baden-Wurttemberg,Catholic,Germans,1,Ctl,Working full time,Age4564,4,LessBach,1
169,1970,5,0,0,1,Yes,1,1,1,2,3,2,middle class,1.074945029,Baden-Wurttemberg,Catholic,Germans,2,Reg,Working part-time,Age4564,1,LessBach,2
170,1956,6,0,0,1,No,1,2,1,1,1,1,affluent people,1.074945029,Baden-Wurttemberg,Protestant,Germans,1,Ctl,Working full time,Age4564,3,LessBach,1
171,1964,5,0,1,0,No,1,3,1,2,2,2,middle class,1.074945029,Baden-Wurttemberg,Protestant,Germans,2,Eth,Working full time,Age4564,2,LessBach,2
172,1960,6,0,0,1,No,1,3,1,3,3,4,affluent people,1.074945029,Baden-Wurttemberg,Catholic,Germans,2,Eth,Working part-time,Age4564,4,LessBach,2
173,1971,6,0,0,1,No,NA,1,3,3,3,2,affluent people,1.074945029,Baden-Wurttemberg,Non-religious,Germans,1,Eth,Working part-time,Age4564,1,LessBach,1
174,1955,2,0,1,1,No,1,3,1,2,2,3,working class,1.074945029,Baden-Wurttemberg,Protestant,Germans,NA,Eth,"Unemployed, looking for work",Age4564,1,LessBach,0
175,1970,3,0,1,1,Yes,1,3,2,2,2,2,middle class,1.074945029,Baden-Wurttemberg,Catholic,Germans,1,Ctl,Working full time,Age4564,3,LessBach,1
176,1953,5,0,1,1,No,NA,3,1,2,2,2,middle class,1.074945029,Baden-Wurttemberg,Non-religious,Germans,2,Reg,Working part-time,Age4564,4,LessBach,2
177,1971,6,0,0,0,No,1,NA,1,1,1,2,affluent people,1.074945029,Baden-Wurttemberg,Protestant,Germans,2,Ctl,Working full time,Age4564,3,LessBach,2
178,1954,3,0,1,0,No,NA,3,1,2,2,2,middle class,1.074945029,Baden-Wurttemberg,Non-religious,Germans,NA,Ctl,Retired,Age4564,3,LessBach,0
179,1954,7,0,1,1,Not Employed,1,3,3,3,1,3,affluent people,1.074945029,Baden-Wurttemberg,Catholic,Germans,NA,Reg,Retired,Age4564,6,LessBach,0
180,1958,1,0,1,0,Yes,1,3,1,3,4,4,working class,1.074945029,Baden-Wurttemberg,Protestant,Germans,NA,Reg,Retired,Age4564,3,LessBach,0
181,1970,5,0,1,0,Yes,1,2,1,3,2,3,middle class,1.074945029,Baden-Wurttemberg,Protestant,Germans,4,Eth,Working full time,Age4564,1,LessBach,4
182,1963,6,1,1,1,No,3,3,3,3,3,2,affluent people,0.179374862,Baden-Wurttemberg,Catholic,Germans,1,Ctl,Working full time,Age4564,3,BachPlus,1
183,1958,2,0,0,0,Yes,1,3,1,1,1,1,working class,0.501613723,Baden-Wurttemberg,Catholic,Germans,NA,Eth,Retired,Age4564,2,LessBach,0
184,1957,6,0,1,1,No,1,3,1,3,4,2,affluent people,0.501613723,Baden-Wurttemberg,Protestant,Germans,NA,Ctl,Retired,Age4564,4,LessBach,0
185,1956,1,0,0,0,No,1,3,1,3,1,3,working class,0.501613723,Baden-Wurttemberg,Catholic,Germans,NA,Reg,"Unemployed, looking for work",Age4564,2,LessBach,0
186,1956,6,0,1,1,No,NA,3,2,2,2,2,affluent people,0.501613723,Baden-Wurttemberg,Non-religious,Germans,1,Eth,Working full time,Age4564,7,LessBach,1
187,1952,4,0,1,0,No,1,3,1,1,1,3,middle class,0.501613723,Baden-Wurttemberg,Catholic,Germans,NA,Ctl,Retired,Age4564,1,LessBach,0
188,1965,2,0,1,0,No,1,3,1,2,2,3,working class,0.501613723,Baden-Wurttemberg,Catholic,Germans,NA,Ctl,Retired,Age4564,2,LessBach,0
189,1957,5,0,0,1,No,2,3,2,2,2,2,middle class,0.501613723,Baden-Wurttemberg,Catholic,Germans,NA,Reg,Other,Age4564,3,LessBach,0
190,1958,2,0,0,1,Not Employed,1,3,2,2,2,4,working class,0.501613723,Baden-Wurttemberg,Other,Germans,NA,Reg,Student,Age4564,2,LessBach,0
191,1970,3,0,1,0,No,NA,3,1,3,2,4,middle class,0.501613723,Baden-Wurttemberg,Non-religious,Germans,2,Reg,Working full time,Age4564,2,LessBach,2
192,1966,4,0,0,1,No,2,4,1,1,2,2,middle class,0.501613723,Baden-Wurttemberg,Catholic,Germans,NA,Eth,Other,Age4564,4,LessBach,0
193,1968,2,0,0,0,No,2,3,2,3,2,2,working class,7.593213294,Baden-Wurttemberg,Catholic,Poles,3,Eth,Working part-time,Age4564,3,LessBach,3
194,1953,2,0,1,0,No,1,NA,2,2,2,2,working class,2.937345641,Baden-Wurttemberg,Catholic,Other,NA,Ctl,Retired,Age4564,1,LessBach,0
195,1969,3,0,0,0,No,4,4,1,1,1,1,middle class,1.350698243,Baden-Wurttemberg,Catholic,Italians,NA,Reg,"Unemployed, looking for work",Age4564,1,LessBach,0
196,1939,6,1,0,0,Not Employed,1,5,1,1,1,1,affluent people,1.38727837,Baden-Wurttemberg,Protestant,Germans,NA,Ctl,Retired,Age65p,3,BachPlus,0
197,1944,5,1,1,0,Not Employed,1,3,1,3,1,4,middle class,1.38727837,Baden-Wurttemberg,Catholic,Germans,NA,Eth,Retired,Age65p,1,BachPlus,0
198,1948,7,1,1,1,No,NA,4,2,2,2,2,affluent people,1.38727837,Baden-Wurttemberg,Non-religious,Germans,1,Eth,Working full time,Age65p,4,BachPlus,1
199,1924,7,1,1,1,Yes,NA,2,1,1,1,1,affluent people,1.38727837,Baden-Wurttemberg,Non-religious,Germans,1,Eth,Working full time,Age65p,7,BachPlus,1
200,1950,2,0,1,0,No,3,3,4,3,4,2,working class,4.170361449,Baden-Wurttemberg,Catholic,Germans,NA,Eth,Retired,Age65p,2,LessBach,0
201,1949,7,0,1,1,No,2,2,4,3,3,3,affluent people,4.170361449,Baden-Wurttemberg,Catholic,Germans,NA,Reg,Retired,Age65p,2,LessBach,0
202,1951,1,0,0,1,No,2,4,2,4,2,4,working class,4.170361449,Baden-Wurttemberg,Protestant,Germans,NA,Eth,Retired,Age65p,1,LessBach,0
203,1947,4,0,1,1,No,1,3,1,3,2,3,middle class,4.170361449,Baden-Wurttemberg,Protestant,Germans,NA,Ctl,Retired,Age65p,5,LessBach,0
204,1945,3,0,0,1,Not Employed,1,3,1,4,3,3,middle class,4.170361449,Baden-Wurttemberg,Protestant,Germans,NA,Reg,Retired,Age65p,3,LessBach,0
205,1942,4,0,0,0,Not Employed,1,4,2,2,2,1,middle class,8,Baden-Wurttemberg,Catholic,Austrians,NA,Reg,Retired,Age65p,1,LessBach,0
206,1992,6,1,1,1,Yes,NA,3,3,1,2,2,affluent people,0.539626332,Bavaria,Non-religious,Germans,2,Reg,Working full time,Age1524,2,BachPlus,2
207,1993,7,1,0,1,No,1,5,2,2,2,3,affluent people,0.539626332,Bavaria,Protestant,Germans,3,Reg,Working full time,Age1524,4,BachPlus,3
208,1999,5,0,1,0,No,4,3,2,2,1,2,middle class,1.595800263,Bavaria,Protestant,Germans,NA,Reg,Student,Age1524,2,LessBach,0
209,1998,2,0,0,0,No,2,3,2,3,3,3,working class,1.595800263,Bavaria,Catholic,Germans,1,Reg,Working full time,Age1524,2,LessBach,1
210,1994,1,0,0,0,No,1,2,2,4,2,4,working class,1.595800263,Bavaria,Catholic,Germans,NA,Reg,Student,Age1524,2,LessBach,0
211,1998,3,0,0,0,No,3,1,2,3,2,2,middle class,1.595800263,Bavaria,Catholic,Germans,1,Reg,Working full time,Age1524,4,LessBach,1
212,2000,6,0,0,0,No,3,3,2,2,3,2,affluent people,1.595800263,Bavaria,Catholic,Germans,NA,Reg,Student,Age1524,7,LessBach,0
213,1993,5,0,0,0,No,NA,2,4,1,3,1,middle class,1.595800263,Bavaria,Non-religious,Germans,NA,Reg,"Unemployed, looking for work",Age1524,7,LessBach,0
214,1994,4,0,0,1,No,NA,3,1,3,2,3,middle class,1.595800263,Bavaria,Non-religious,Germans,1,Ctl,Working full time,Age1524,6,LessBach,1
215,1993,7,0,0,0,No,2,1,2,2,2,2,affluent people,1.595800263,Bavaria,Protestant,Germans,2,Reg,Working full time,Age1524,3,LessBach,2
216,1995,5,0,1,0,No,NA,1,1,1,4,3,middle class,1.595800263,Bavaria,Non-religious,Germans,3,Eth,Working full time,Age1524,6,LessBach,3
217,1998,1,0,0,0,No,NA,2,1,3,2,2,working class,1.595800263,Bavaria,Non-religious,Germans,1,Ctl,Working full time,Age1524,3,LessBach,1
218,1999,1,0,0,0,Not Employed,NA,2,3,2,3,2,working class,1.595800263,Bavaria,Non-religious,Germans,NA,Ctl,Student,Age1524,4,LessBach,0
219,1996,3,0,0,1,No,3,3,3,3,3,3,middle class,1.595800263,Bavaria,Protestant,Germans,NA,Eth,Student,Age1524,4,LessBach,0
220,1996,2,0,1,0,No,1,3,2,3,3,3,working class,1.595800263,Bavaria,Catholic,Germans,1,Eth,Working full time,Age1524,3,LessBach,1
221,1997,5,0,1,0,No,1,4,1,2,2,2,middle class,1.595800263,Bavaria,Catholic,Germans,NA,Reg,Student,Age1524,5,LessBach,0
222,1998,1,0,0,0,No,1,3,2,2,3,2,working class,1.595800263,Bavaria,Protestant,Germans,NA,Ctl,Student,Age1524,5,LessBach,0
223,1992,3,0,0,0,No,2,3,3,3,4,3,middle class,1.595800263,Bavaria,Catholic,Germans,NA,Eth,Student,Age1524,3,LessBach,0
224,1995,4,1,0,0,Yes,2,5,4,2,1,3,middle class,0.257557306,Bavaria,Muslim,Germans,NA,Reg,Student,Age1524,4,BachPlus,0
225,1995,5,1,0,0,No,2,3,3,4,4,4,middle class,0.257557306,Bavaria,Protestant,Germans,NA,Eth,Student,Age1524,5,BachPlus,0
226,1992,6,1,0,1,No,1,2,1,1,1,3,affluent people,0.257557306,Bavaria,Catholic,Germans,2,Eth,Working full time,Age1524,5,BachPlus,2
227,1993,5,1,1,1,No,2,3,2,3,1,2,middle class,0.257557306,Bavaria,Protestant,Germans,1,Ctl,Working full time,Age1524,2,BachPlus,1
228,2000,6,1,1,0,Yes,2,4,4,3,4,3,affluent people,0.257557306,Bavaria,Protestant,Germans,1,Eth,Working full time,Age1524,1,BachPlus,1
229,1992,3,1,0,1,,NA,NA,NA,NA,NA,NA,,0.257557306,Bavaria,,Germans,NA,Eth,Working full time,Age1524,3,BachPlus,0
230,1993,5,1,0,0,Not Employed,1,NA,2,3,2,2,middle class,3.746500885,Bavaria,Other,Other,3,Eth,Working full time,Age1524,7,BachPlus,3
231,1989,7,1,1,1,Yes,2,3,3,2,2,2,affluent people,0.941559672,Bavaria,Catholic,Germans,2,Ctl,Working full time,Age2544,3,BachPlus,2
232,1978,2,0,1,1,No,2,3,2,2,2,3,working class,2.816586542,Bavaria,Protestant,Germans,2,Eth,Working full time,Age2544,4,LessBach,2
233,1988,6,1,1,1,Yes,1,5,3,2,2,2,affluent people,0.37565261,Bavaria,Protestant,Germans,2,Eth,Working full time,Age2544,3,BachPlus,2
234,1980,4,1,1,1,No,2,4,2,3,2,3,middle class,0.37565261,Bavaria,Catholic,Germans,2,Eth,Working full time,Age2544,7,BachPlus,2
235,1978,3,1,0,0,No,NA,1,1,1,2,2,middle class,0.37565261,Bavaria,Non-religious,Germans,2,Eth,Working full time,Age2544,7,BachPlus,2
236,1978,5,1,1,0,No,1,5,1,2,2,2,middle class,0.37565261,Bavaria,Protestant,Germans,2,Reg,Working full time,Age2544,4,BachPlus,2
237,1986,6,1,0,1,No,NA,3,3,4,4,4,affluent people,0.37565261,Bavaria,Non-religious,Germans,1,Eth,Working full time,Age2544,1,BachPlus,1
238,1981,7,1,1,1,No,2,4,3,3,2,2,affluent people,0.37565261,Bavaria,Protestant,Germans,1,Eth,Working full time,Age2544,3,BachPlus,1
239,1988,7,1,1,1,Yes,2,4,3,1,2,2,affluent people,0.37565261,Bavaria,Protestant,Germans,1,Eth,Working full time,Age2544,3,BachPlus,1
240,1990,4,1,1,1,No,2,3,1,3,2,2,middle class,0.37565261,Bavaria,Catholic,Germans,1,Ctl,Working full time,Age2544,2,BachPlus,1
241,1979,6,1,1,1,No,NA,3,3,3,3,2,affluent people,0.37565261,Bavaria,Non-religious,Germans,3,Reg,Working full time,Age2544,4,BachPlus,3
242,1974,3,1,0,1,No,1,4,1,2,3,2,middle class,0.37565261,Bavaria,Protestant,Germans,1,Reg,Working full time,Age2544,2,BachPlus,1
243,1981,5,1,1,1,No,NA,1,3,3,3,3,middle class,0.37565261,Bavaria,Non-religious,Germans,2,Reg,Working full time,Age2544,2,BachPlus,2
244,1986,5,1,1,1,No,2,4,3,2,1,2,middle class,0.37565261,Bavaria,Protestant,Germans,3,Reg,Working full time,Age2544,4,BachPlus,3
245,1981,6,1,1,0,No,2,4,2,4,3,3,affluent people,0.37565261,Bavaria,Catholic,Germans,1,Reg,Working full time,Age2544,1,BachPlus,1
246,1977,4,1,1,1,No,2,2,2,2,2,3,middle class,0.37565261,Bavaria,Catholic,Germans,2,Reg,Working full time,Age2544,1,BachPlus,2
247,1986,2,1,0,1,No,2,3,3,3,3,4,working class,0.37565261,Bavaria,Catholic,Germans,1,Ctl,Working full time,Age2544,5,BachPlus,1
248,1989,6,1,0,1,No,NA,2,2,4,1,2,affluent people,0.37565261,Bavaria,Non-religious,Germans,2,Eth,Working full time,Age2544,5,BachPlus,2
249,1975,7,1,1,1,No,2,4,2,2,2,2,affluent people,0.37565261,Bavaria,Catholic,Germans,2,Reg,Working full time,Age2544,3,BachPlus,2
250,1990,7,1,1,0,Yes,4,5,4,4,3,4,affluent people,0.37565261,Bavaria,Catholic,Germans,4,Eth,Working full time,Age2544,5,BachPlus,4
251,1981,5,1,0,0,No,NA,3,2,2,2,4,middle class,0.37565261,Bavaria,Non-religious,Germans,1,Ctl,Working full time,Age2544,4,BachPlus,1
252,1977,1,1,1,0,Not Employed,NA,3,2,2,2,2,working class,0.37565261,Bavaria,Non-religious,Germans,NA,Reg,Retired,Age2544,4,BachPlus,0
253,1980,5,1,1,0,No,NA,3,1,2,3,2,middle class,0.37565261,Bavaria,Non-religious,Germans,1,Eth,Working full time,Age2544,3,BachPlus,1
254,1983,7,1,1,1,No,NA,1,1,1,1,3,affluent people,0.37565261,Bavaria,Non-religious,Germans,1,Eth,Working full time,Age2544,7,BachPlus,1
255,1990,2,1,0,1,Yes,2,3,3,1,2,2,working class,0.37565261,Bavaria,Catholic,Germans,1,Reg,Working full time,Age2544,7,BachPlus,1
256,1977,5,1,0,0,Yes,NA,2,1,3,3,3,middle class,0.37565261,Bavaria,Non-religious,Germans,2,Eth,Working full time,Age2544,5,BachPlus,2
257,1986,5,1,1,0,Yes,2,4,3,3,3,3,middle class,0.37565261,Bavaria,Catholic,Germans,3,Reg,Working full time,Age2544,5,BachPlus,3
258,1986,4,1,0,0,No,NA,3,1,2,2,2,middle class,0.37565261,Bavaria,Non-religious,Germans,1,Eth,Working part-time,Age2544,2,BachPlus,1
259,1985,2,1,1,0,Yes,1,1,1,1,3,3,working class,0.37565261,Bavaria,Protestant,Germans,1,Eth,Working full time,Age2544,3,BachPlus,1
260,1985,5,1,1,1,Yes,1,3,3,3,3,3,middle class,0.37565261,Bavaria,Catholic,Germans,4,Reg,Working full time,Age2544,5,BachPlus,4
261,1975,5,1,0,1,No,NA,3,4,4,4,4,middle class,0.37565261,Bavaria,Non-religious,Germans,4,Reg,Working part-time,Age2544,3,BachPlus,4
262,1983,7,1,1,1,No,NA,4,1,2,1,2,affluent people,0.37565261,Bavaria,Non-religious,Germans,1,Eth,Working full time,Age2544,1,BachPlus,1
263,1979,6,1,0,1,No,3,4,3,3,3,2,affluent people,0.37565261,Bavaria,Catholic,Germans,4,Ctl,Working full time,Age2544,4,BachPlus,4
264,1987,1,1,0,0,No,NA,2,3,3,3,3,working class,0.37565261,Bavaria,Non-religious,Germans,NA,Ctl,"Unemployed, looking for work",Age2544,3,BachPlus,0
265,1984,7,1,1,0,Yes,NA,3,1,3,2,2,affluent people,0.37565261,Bavaria,Non-religious,Germans,1,Eth,Working full time,Age2544,4,BachPlus,1
266,1976,6,1,0,1,Yes,4,4,2,2,2,2,affluent people,0.37565261,Bavaria,Catholic,Germans,4,Eth,Working full time,Age2544,5,BachPlus,4
267,1988,5,1,0,0,No,2,1,2,4,4,3,middle class,0.37565261,Bavaria,Catholic,Germans,2,Reg,Working full time,Age2544,3,BachPlus,2
268,1987,5,1,1,0,Yes,2,4,3,3,2,2,middle class,0.37565261,Bavaria,Catholic,Germans,2,Ctl,Working full time,Age2544,3,BachPlus,2
269,1976,6,1,1,1,Yes,4,4,4,4,4,4,affluent people,0.37565261,Bavaria,Catholic,Germans,1,Eth,Working full time,Age2544,1,BachPlus,1
270,1980,5,1,0,1,No,1,4,2,2,2,2,middle class,0.37565261,Bavaria,Protestant,Germans,2,Ctl,Working full time,Age2544,4,BachPlus,2
271,1976,5,1,0,0,No,3,3,2,2,2,2,middle class,0.37565261,Bavaria,Protestant,Germans,1,Reg,Working full time,Age2544,3,BachPlus,1
272,1976,6,1,0,1,No,3,4,3,4,3,3,affluent people,0.37565261,Bavaria,Catholic,Germans,1,Eth,Working full time,Age2544,5,BachPlus,1
273,1987,1,0,1,0,No,2,1,3,1,4,3,working class,1.097765266,Bavaria,Protestant,Germans,2,Reg,Working part-time,Age2544,7,LessBach,2
274,1983,7,0,1,1,No,NA,2,2,4,4,4,affluent people,1.097765266,Bavaria,Non-religious,Germans,1,Eth,Working full time,Age2544,1,LessBach,1
275,1982,6,0,1,1,No,NA,2,3,3,3,3,affluent people,1.097765266,Bavaria,Non-religious,Germans,1,Eth,Working full time,Age2544,4,LessBach,1
276,1982,5,0,1,0,Yes,2,3,1,3,3,3,middle class,1.097765266,Bavaria,Catholic,Germans,1,Reg,Working full time,Age2544,4,LessBach,1
277,1983,3,0,1,0,Yes,1,4,3,1,3,2,middle class,1.097765266,Bavaria,Protestant,Germans,4,Reg,Working full time,Age2544,2,LessBach,4
278,1991,3,0,0,0,No,2,3,2,2,2,2,middle class,1.097765266,Bavaria,Catholic,Germans,1,Reg,Working part-time,Age2544,3,LessBach,1
279,1976,6,0,0,1,Yes,1,4,2,4,3,3,affluent people,1.097765266,Bavaria,Catholic,Germans,2,Eth,Working full time,Age2544,3,LessBach,2
280,1990,2,0,1,0,No,NA,1,1,3,4,3,working class,1.097765266,Bavaria,Non-religious,Germans,2,Ctl,Working full time,Age2544,4,LessBach,2
281,1986,2,0,0,0,No,NA,4,3,2,2,2,working class,1.097765266,Bavaria,Non-religious,Germans,3,Ctl,Working full time,Age2544,4,LessBach,3
282,1981,4,0,1,0,No,2,NA,2,2,2,2,middle class,1.097765266,Bavaria,Catholic,Germans,1,Ctl,Working part-time,Age2544,4,LessBach,1
283,1978,5,0,0,1,No,NA,2,1,3,4,4,middle class,1.097765266,Bavaria,Non-religious,Germans,2,Eth,Working full time,Age2544,4,LessBach,2
284,1975,6,0,1,1,No,2,4,2,4,3,3,affluent people,1.097765266,Bavaria,Catholic,Germans,1,Reg,Working full time,Age2544,3,LessBach,1
285,1986,2,0,1,0,Yes,2,3,3,3,3,3,working class,1.097765266,Bavaria,Catholic,Germans,1,Eth,Working full time,Age2544,3,LessBach,1
286,1988,4,0,1,0,Yes,2,4,3,3,4,3,middle class,1.097765266,Bavaria,Catholic,Germans,1,Reg,Working full time,Age2544,6,LessBach,1
287,1975,4,0,0,0,No,1,3,1,1,2,1,middle class,1.097765266,Bavaria,Protestant,Germans,1,Eth,Working part-time,Age2544,2,LessBach,1
288,1989,1,0,1,0,No,2,2,1,4,4,4,working class,1.097765266,Bavaria,Catholic,Germans,NA,Reg,Student,Age2544,3,LessBach,0
289,1991,4,0,1,0,Yes,1,4,1,3,2,3,middle class,1.097765266,Bavaria,Catholic,Germans,1,Reg,Working full time,Age2544,3,LessBach,1
290,1983,6,0,1,0,Yes,1,4,1,3,3,2,affluent people,1.097765266,Bavaria,Catholic,Germans,1,Reg,Working full time,Age2544,3,LessBach,1
291,1973,3,0,0,1,No,2,4,2,1,3,3,middle class,1.097765266,Bavaria,Protestant,Germans,2,Reg,Working full time,Age2544,2,LessBach,2
292,1974,5,0,0,0,No,2,3,2,2,2,2,middle class,1.097765266,Bavaria,Protestant,Germans,1,Eth,Working full time,Age2544,3,LessBach,1
293,1987,5,0,0,0,No,1,2,2,2,4,3,middle class,1.097765266,Bavaria,Catholic,Germans,1,Reg,Working full time,Age2544,4,LessBach,1
294,1975,5,0,0,0,Yes,2,3,2,2,2,2,middle class,1.097765266,Bavaria,Protestant,Germans,1,Reg,Working full time,Age2544,4,LessBach,1
295,1982,6,0,0,0,No,NA,4,1,3,3,3,affluent people,1.097765266,Bavaria,Non-religious,Germans,1,Reg,Working full time,Age2544,2,LessBach,1
296,1976,7,0,1,0,No,NA,2,1,1,1,1,affluent people,1.097765266,Bavaria,Non-religious,Germans,1,Reg,Working full time,Age2544,3,LessBach,1
297,1987,6,0,1,0,No,NA,1,1,3,4,2,affluent people,1.097765266,Bavaria,Non-religious,Germans,1,Ctl,Working full time,Age2544,7,LessBach,1
298,1991,4,0,1,0,No,2,3,4,2,3,2,middle class,1.097765266,Bavaria,Protestant,Germans,3,Reg,Working full time,Age2544,5,LessBach,3
299,1974,6,0,0,1,No,2,3,2,2,2,2,affluent people,1.097765266,Bavaria,Catholic,Germans,2,Ctl,Working full time,Age2544,3,LessBach,2
300,1984,6,0,1,1,No,2,4,1,3,1,3,affluent people,1.097765266,Bavaria,Catholic,Germans,1,Ctl,Working full time,Age2544,6,LessBach,1
301,1978,5,0,0,1,No,NA,2,2,2,2,2,middle class,1.097765266,Bavaria,Non-religious,Germans,2,Ctl,Working full time,Age2544,4,LessBach,2
302,1990,6,0,0,1,No,2,4,1,2,1,2,affluent people,1.097765266,Bavaria,Protestant,Germans,1,Reg,Working part-time,Age2544,2,LessBach,1
303,1986,4,1,0,1,Yes,3,3,2,2,3,3,middle class,0.182800271,Bavaria,Hindu,Germans,2,Eth,Working full time,Age2544,3,BachPlus,2
304,1976,6,1,0,1,No,NA,4,4,4,3,3,affluent people,0.182800271,Bavaria,Non-religious,Germans,1,Eth,Working part-time,Age2544,5,BachPlus,1
305,1979,7,1,0,0,No,2,4,2,2,3,2,affluent people,0.182800271,Bavaria,Catholic,Germans,2,Reg,Working full time,Age2544,4,BachPlus,2
306,1978,4,1,0,0,No,4,NA,4,1,2,2,middle class,0.182800271,Bavaria,Jewish,Germans,2,Eth,Working full time,Age2544,3,BachPlus,2
307,1988,6,1,1,1,Yes,NA,3,3,3,4,2,affluent people,0.182800271,Bavaria,Non-religious,Germans,4,Eth,Working full time,Age2544,5,BachPlus,4
308,1982,6,1,0,1,No,3,3,4,4,3,4,affluent people,0.182800271,Bavaria,Catholic,Germans,1,Reg,Working full time,Age2544,2,BachPlus,1
309,1987,2,1,0,0,No,NA,2,3,3,3,2,working class,0.182800271,Bavaria,Non-religious,Germans,NA,Reg,Student,Age2544,5,BachPlus,0
310,1986,6,1,1,0,No,NA,3,3,4,3,4,affluent people,0.182800271,Bavaria,Non-religious,Germans,2,Reg,Working full time,Age2544,6,BachPlus,2
311,1980,4,0,0,1,No,NA,4,3,3,3,3,middle class,0.512017666,Bavaria,Non-religious,Germans,1,Ctl,Working part-time,Age2544,3,LessBach,1
312,1986,3,0,0,0,No,NA,4,2,3,4,3,middle class,0.512017666,Bavaria,Non-religious,Germans,1,Eth,Working full time,Age2544,2,LessBach,1
313,1981,1,0,0,1,Not Employed,1,4,1,4,4,2,working class,0.512017666,Bavaria,Catholic,Germans,NA,Reg,Other,Age2544,7,LessBach,0
314,1975,3,0,0,1,No,4,3,2,1,1,1,middle class,0.512017666,Bavaria,Other,Germans,1,Ctl,Working part-time,Age2544,4,LessBach,1
315,1982,5,0,1,1,No,NA,1,3,3,3,3,middle class,0.512017666,Bavaria,Non-religious,Germans,2,Reg,Working full time,Age2544,5,LessBach,2
316,1975,4,0,0,1,No,3,4,3,3,3,3,middle class,7.757195775,Bavaria,Catholic,Other,4,Reg,Working part-time,Age2544,6,LessBach,4
317,1984,7,1,0,1,Yes,1,5,3,3,3,3,affluent people,1.002111187,Bavaria,Catholic,Italians,1,Ctl,Working full time,Age2544,5,BachPlus,1
318,1981,3,1,0,1,Yes,2,4,2,2,2,2,middle class,1.002111187,Bavaria,Catholic,Bosnians,1,Ctl,Working full time,Age2544,3,BachPlus,1
319,1979,2,1,0,0,Yes,2,4,2,2,2,2,working class,1.002111187,Bavaria,Catholic,Greeks,1,Ctl,Working full time,Age2544,2,BachPlus,1
320,1974,2,0,1,0,No,NA,5,1,4,4,3,working class,3.000498776,Bavaria,Non-religious,Austrians,2,Reg,Working full time,Age2544,5,LessBach,2
321,1990,4,1,1,1,Yes,2,3,1,3,3,2,middle class,0.468408145,Bavaria,Catholic,Greeks,1,Reg,Working full time,Age2544,4,BachPlus,1
322,1979,6,1,1,1,Yes,2,4,1,2,2,1,affluent people,0.468408145,Bavaria,Muslim,Turks,1,Eth,Working full time,Age2544,3,BachPlus,1
323,1983,6,0,1,1,Yes,1,1,1,1,1,4,affluent people,1.379490303,Bavaria,Protestant,Romanians,1,Reg,Working full time,Age2544,2,LessBach,1
324,1967,1,0,1,0,Not Employed,NA,2,1,2,4,3,working class,2.482680257,Bavaria,Non-religious,Germans,NA,Ctl,Retired,Age4564,4,LessBach,0
325,1960,5,1,1,0,Not Employed,NA,4,1,3,3,3,middle class,0.333314014,Bavaria,Non-religious,Germans,NA,Eth,"Unemployed, looking for work",Age4564,1,BachPlus,0
326,1956,4,1,1,1,Yes,2,3,1,2,3,2,middle class,0.333314014,Bavaria,Catholic,Germans,NA,Reg,Retired,Age4564,5,BachPlus,0
327,1968,7,1,1,0,No,2,3,3,3,4,4,affluent people,0.333314014,Bavaria,Catholic,Germans,2,Eth,Working full time,Age4564,3,BachPlus,2
328,1960,7,1,1,1,No,NA,NA,1,4,1,4,affluent people,0.333314014,Bavaria,Non-religious,Germans,1,Reg,Working full time,Age4564,1,BachPlus,1
329,1960,2,1,0,0,No,2,4,2,2,2,2,working class,0.333314014,Bavaria,Catholic,Germans,3,Eth,Working part-time,Age4564,2,BachPlus,3
