X,yob,incnum,Bachelor,Male,marital,union,relfreq,moreno,religionlink,regionlink,classlink,racelink,respondent_class,weight,region,religion,race,joblossnum,taxarg,employment,agecat,taxnum,educsimple,jl2,province
166,1968,4,0,0,0,No,NA,3,3,4,4,4,middle class,0.499803478,Alberta,Non-religious,Other,3,Ctl,Working full time,Age4564,2,PostSec,3,Alberta
167,1973,6,0,0,0,No,NA,3,4,4,4,3,middle class,0.499803478,Alberta,Non-religious,Black,4,Ctl,Working part-time,Age4564,3,PostSec,4,Alberta
168,1958,3,0,0,0,No,1,4,3,4,4,4,working class,0.499803478,Alberta,Other Christian,"Aboriginal (First Nations, M??tis or Inuit)",1,Eth,Working full time,Age4564,3,PostSec,1,Alberta
169,1964,3,0,0,0,Yes,NA,3,2,3,2,3,working class,0.499803478,Alberta,Non-religious,"Aboriginal (First Nations, M??tis or Inuit)",2,Reg,Working part-time,Age4564,3,PostSec,2,Alberta
170,1965,6,1,0,1,No,4,3,4,4,4,4,middle class,0.202350989,Alberta,Catholic,South Asian,3,Ctl,Working full time,Age4564,1,BachPlus,3,Alberta
171,1965,6,1,0,1,No,4,3,3,4,4,2,middle class,0.202350989,Alberta,Catholic,South Asian,4,Reg,Working full time,Age4564,2,BachPlus,4,Alberta
172,1967,3,1,0,1,No,4,2,2,4,4,4,working class,0.202350989,Alberta,Catholic,South Asian,NA,Reg,Other,Age4564,3,BachPlus,0,Alberta
173,1965,7,1,0,1,No,4,2,3,3,2,3,affluent people,0.202350989,Alberta,Other Christian,South Asian,4,Ctl,Working part-time,Age4564,5,BachPlus,4,Alberta
174,1971,2,0,0,1,No,2,1,2,3,3,3,working class,0.489618911,Alberta,Sikh,South Asian,3,Eth,Working part-time,Age4564,3,HS,3,Alberta
175,1960,7,0,0,1,No,2,3,3,3,3,3,affluent people,0.489618911,Alberta,Sikh,South Asian,3,Ctl,Working full time,Age4564,3,HS,3,Alberta
176,1954,3,0,1,1,Yes,NA,2,1,2,4,2,working class,0.22811013,Alberta,Non-religious,South Asian,NA,Reg,Retired,Age4564,7,PostSec,0,Alberta
177,1967,7,0,1,0,No,3,3,2,2,2,3,affluent people,0.222557458,Alberta,Other Christian,South Asian,NA,Reg,On a long-term leave,Age4564,NA,PostSec,0,Alberta
178,1968,6,1,1,1,No,4,2,2,3,3,4,middle class,0.250101618,Alberta,United Church,White,2,Eth,Working full time,Age4564,7,BachPlus,2,Alberta
179,1961,4,0,1,1,No,1,3,1,4,4,3,middle class,0.613523188,Alberta,Catholic,White,1,Reg,Working full time,Age4564,4,HS,1,Alberta
180,1967,1,0,0,0,Not Employed,4,NA,2,3,4,1,working class,0.613523188,Alberta,United Church,White,NA,Ctl,"Unemployed, looking for work",Age4564,4,HS,0,Alberta
181,1954,3,0,1,0,No,1,3,1,3,3,2,working class,0.613523188,Alberta,Anglican,White,NA,Ctl,Retired,Age4564,2,HS,0,Alberta
182,1955,6,0,0,1,Not Employed,NA,3,1,4,2,2,middle class,0.613523188,Alberta,Non-religious,White,NA,Reg,Retired,Age4564,1,HS,0,Alberta
183,1955,5,0,0,1,No,NA,3,3,4,4,4,middle class,0.28268941,Alberta,Non-religious,White,2,Reg,Working part-time,Age4564,3,PostSec,2,Alberta
184,1961,3,0,1,1,Not Employed,1,3,2,2,2,2,working class,0.28268941,Alberta,Other,White,NA,Eth,Other,Age4564,3,PostSec,0,Alberta
185,1953,6,1,1,1,No,NA,4,3,4,4,4,middle class,0.32354331,Alberta,Non-religious,White,NA,Reg,Retired,Age4564,1,BachPlus,0,Alberta
186,1963,7,1,0,1,No,NA,2,3,4,2,3,affluent people,0.32354331,Alberta,Non-religious,White,2,Reg,Working part-time,Age4564,5,BachPlus,2,Alberta
187,1953,6,1,0,1,No,1,3,1,4,4,2,middle class,0.32354331,Alberta,Catholic,White,NA,Reg,Retired,Age4564,4,BachPlus,0,Alberta
188,1959,7,1,1,1,No,2,1,3,3,3,3,affluent people,0.32354331,Alberta,Catholic,White,1,Ctl,Working full time,Age4564,2,BachPlus,1,Alberta
189,1969,7,1,0,1,No,4,3,4,4,3,4,affluent people,0.32354331,Alberta,Other Christian,White,1,Ctl,Working full time,Age4564,1,BachPlus,1,Alberta
190,1966,6,1,1,0,No,1,3,1,3,4,3,middle class,0.32354331,Alberta,Anglican,White,2,Eth,Working full time,Age4564,3,BachPlus,2,Alberta
191,1966,4,1,1,0,No,4,5,4,4,4,4,middle class,0.32354331,Alberta,Other,White,NA,Ctl,"Unemployed, looking for work",Age4564,1,BachPlus,0,Alberta
192,1973,3,1,1,0,Yes,NA,3,3,2,2,2,working class,0.32354331,Alberta,Non-religious,White,1,Reg,Working part-time,Age4564,6,BachPlus,1,Alberta
193,1963,7,1,1,1,Yes,4,3,2,2,3,3,affluent people,0.32354331,Alberta,Other Christian,White,2,Reg,Working full time,Age4564,4,BachPlus,2,Alberta
194,1962,7,1,1,0,No,1,4,1,3,3,4,affluent people,0.32354331,Alberta,Catholic,White,1,Ctl,Working part-time,Age4564,7,BachPlus,1,Alberta
195,1972,7,1,1,1,No,2,2,2,2,2,2,affluent people,0.32354331,Alberta,United Church,White,2,Eth,Working full time,Age4564,4,BachPlus,2,Alberta
196,1956,4,1,0,0,No,NA,3,2,3,3,3,middle class,0.32354331,Alberta,Non-religious,White,NA,Eth,Retired,Age4564,5,BachPlus,0,Alberta
197,1956,3,1,0,0,No,2,3,4,4,4,4,working class,0.32354331,Alberta,Other,White,NA,Reg,Retired,Age4564,5,BachPlus,0,Alberta
198,1965,7,1,0,1,Yes,1,2,2,3,2,3,affluent people,0.32354331,Alberta,United Church,White,3,Reg,Working part-time,Age4564,3,BachPlus,3,Alberta
199,1953,5,1,0,1,Not Employed,1,1,4,4,2,2,middle class,0.32354331,Alberta,Other Christian,White,NA,Reg,Retired,Age4564,1,BachPlus,0,Alberta
200,1962,7,1,0,1,Yes,4,3,4,3,4,2,affluent people,0.32354331,Alberta,Catholic,White,2,Eth,Working full time,Age4564,2,BachPlus,2,Alberta
201,1966,7,1,1,1,No,1,4,1,3,1,1,affluent people,0.32354331,Alberta,Other Christian,White,3,Ctl,Working full time,Age4564,1,BachPlus,3,Alberta
202,1957,3,1,0,1,Not Employed,4,3,2,3,2,1,working class,0.32354331,Alberta,Other Christian,White,NA,Eth,Retired,Age4564,1,BachPlus,0,Alberta
203,1957,2,0,0,0,No,3,4,3,3,2,3,working class,0.804091144,Alberta,Other Christian,White,NA,Reg,Retired,Age4564,3,HS,0,Alberta
204,1967,2,0,1,0,No,NA,2,4,3,2,3,working class,0.804091144,Alberta,Non-religious,White,4,Reg,On a long-term leave,Age4564,6,HS,4,Alberta
205,1964,6,0,0,1,Yes,NA,1,1,4,3,2,middle class,0.804091144,Alberta,Non-religious,White,1,Ctl,On a long-term leave,Age4564,2,HS,1,Alberta
206,1955,2,0,1,0,Not Employed,1,1,1,2,1,2,working class,0.804091144,Alberta,Catholic,White,NA,Ctl,Other,Age4564,6,HS,0,Alberta
207,1957,4,0,0,1,No,1,3,2,4,4,4,middle class,0.804091144,Alberta,United Church,White,1,Eth,Working full time,Age4564,4,HS,1,Alberta
208,1956,6,0,1,1,No,2,3,4,4,4,4,middle class,0.804091144,Alberta,Catholic,White,NA,Ctl,Retired,Age4564,1,HS,0,Alberta
209,1954,5,0,1,1,Not Employed,NA,4,2,4,3,3,middle class,0.804091144,Alberta,Non-religious,White,NA,Reg,Retired,Age4564,4,HS,0,Alberta
210,1956,4,0,0,0,No,NA,3,1,4,3,3,middle class,0.804091144,Alberta,Non-religious,White,NA,Ctl,Retired,Age4564,3,HS,0,Alberta
211,1958,5,0,0,1,No,4,3,4,3,3,1,middle class,0.804091144,Alberta,Other Christian,White,3,Ctl,Working part-time,Age4564,4,HS,3,Alberta
212,1967,6,0,0,1,Yes,2,4,3,3,4,3,middle class,0.804091144,Alberta,Catholic,White,1,Eth,Working full time,Age4564,1,HS,1,Alberta
213,1967,6,0,0,1,No,1,3,1,2,2,2,middle class,0.804091144,Alberta,Anglican,White,2,Reg,Working part-time,Age4564,4,HS,2,Alberta
214,1962,2,0,0,0,Not Employed,1,2,3,3,2,3,working class,0.804091144,Alberta,Other Christian,White,NA,Eth,Other,Age4564,5,HS,0,Alberta
215,1970,3,0,0,0,No,1,4,2,3,3,3,working class,0.804091144,Alberta,Other,White,3,Reg,Working part-time,Age4564,4,HS,3,Alberta
216,1965,2,0,0,1,No,1,5,1,1,3,1,working class,0.804091144,Alberta,Catholic,White,1,Ctl,Working full time,Age4564,5,HS,1,Alberta
217,1956,6,0,1,1,Not Employed,2,3,2,4,4,4,middle class,0.804091144,Alberta,United Church,White,NA,Eth,Retired,Age4564,2,HS,0,Alberta
218,1961,2,0,1,0,No,1,4,3,4,3,3,working class,0.804091144,Alberta,Other Christian,White,2,Reg,On a long-term leave,Age4564,4,HS,2,Alberta
219,1955,4,0,0,1,No,2,3,4,4,4,3,middle class,0.804091144,Alberta,Other Christian,White,1,Eth,Working full time,Age4564,1,HS,1,Alberta
220,1968,6,0,0,0,No,2,3,1,3,4,3,middle class,0.804091144,Alberta,United Church,White,1,Reg,Working full time,Age4564,5,HS,1,Alberta
221,1960,1,0,0,1,No,NA,3,1,2,2,2,working class,0.804091144,Alberta,Non-religious,White,NA,Eth,Other,Age4564,1,HS,0,Alberta
222,1962,7,0,0,1,No,NA,1,3,3,3,3,affluent people,0.804091144,Alberta,Non-religious,White,2,Ctl,Working full time,Age4564,1,HS,2,Alberta
223,1955,6,0,1,0,Not Employed,1,2,2,4,4,4,middle class,0.804091144,Alberta,United Church,White,NA,Reg,"Unemployed, looking for work",Age4564,3,HS,0,Alberta
224,1962,6,0,0,1,No,2,3,3,3,3,3,middle class,0.804091144,Alberta,Catholic,White,NA,Eth,Other,Age4564,4,HS,0,Alberta
225,1958,3,0,0,0,No,4,3,4,3,3,3,working class,0.804091144,Alberta,Other Christian,White,NA,Eth,Retired,Age4564,5,HS,0,Alberta
226,1960,6,0,1,0,No,NA,4,4,4,4,4,middle class,0.804091144,Alberta,Non-religious,White,1,Ctl,Working full time,Age4564,7,HS,1,Alberta
227,1959,3,0,0,0,No,NA,2,3,3,3,2,working class,0.804091144,Alberta,Non-religious,White,2,Eth,Working part-time,Age4564,5,HS,2,Alberta
228,1963,7,0,0,1,Not Employed,2,3,2,3,4,2,affluent people,0.804091144,Alberta,Catholic,White,NA,Reg,Retired,Age4564,4,HS,0,Alberta
229,1965,3,0,0,1,Yes,2,3,2,2,2,2,working class,0.804091144,Alberta,Other,White,2,Eth,Working part-time,Age4564,4,HS,2,Alberta
230,1962,7,0,0,1,No,2,2,3,3,3,3,affluent people,0.366633744,Alberta,Other Christian,White,2,Reg,Working full time,Age4564,3,PostSec,2,Alberta
231,1972,4,0,0,0,Yes,NA,3,2,4,4,4,middle class,0.366633744,Alberta,Non-religious,White,3,Ctl,Working full time,Age4564,3,PostSec,3,Alberta
232,1966,7,0,0,1,No,2,1,1,1,1,1,affluent people,0.366633744,Alberta,Anglican,White,1,Ctl,Working full time,Age4564,1,PostSec,1,Alberta
233,1968,7,0,0,1,Yes,2,3,4,4,3,4,affluent people,0.366633744,Alberta,United Church,White,1,Reg,Working full time,Age4564,7,PostSec,1,Alberta
234,1963,6,0,0,1,No,NA,2,1,3,3,1,middle class,0.366633744,Alberta,Non-religious,White,NA,Reg,"Unemployed, looking for work",Age4564,3,PostSec,0,Alberta
235,1956,6,0,0,1,Yes,1,1,1,4,4,2,middle class,0.366633744,Alberta,Anglican,White,2,Ctl,Working full time,Age4564,4,PostSec,2,Alberta
236,1954,5,0,1,1,No,NA,3,2,4,4,4,middle class,0.366633744,Alberta,Non-religious,White,NA,Eth,Retired,Age4564,1,PostSec,0,Alberta
237,1961,2,0,0,0,No,1,3,2,2,2,2,working class,0.366633744,Alberta,Other Christian,White,1,Reg,On a long-term leave,Age4564,4,PostSec,1,Alberta
238,1961,2,0,0,0,No,2,1,4,4,4,4,working class,0.366633744,Alberta,United Church,White,1,Reg,Working full time,Age4564,1,PostSec,1,Alberta
239,1970,6,0,0,0,No,1,3,2,3,4,3,middle class,0.366633744,Alberta,United Church,White,2,Eth,Working full time,Age4564,3,PostSec,2,Alberta
240,1972,7,0,1,1,No,1,3,2,2,2,2,affluent people,0.366633744,Alberta,Catholic,White,2,Reg,Working full time,Age4564,4,PostSec,2,Alberta
241,1965,3,0,0,0,No,2,3,1,1,1,2,working class,0.366633744,Alberta,United Church,White,3,Reg,Working part-time,Age4564,4,PostSec,3,Alberta
242,1973,1,0,1,0,No,2,3,3,3,3,3,working class,0.366633744,Alberta,Other Christian,White,1,Eth,Working part-time,Age4564,1,PostSec,1,Alberta
243,1957,1,0,0,1,Not Employed,1,3,1,3,3,3,working class,0.366633744,Alberta,United Church,White,NA,Reg,Retired,Age4564,2,PostSec,0,Alberta
244,1972,7,0,1,1,No,1,2,2,2,2,2,affluent people,0.366633744,Alberta,Catholic,White,2,Eth,Working full time,Age4564,4,PostSec,2,Alberta
245,1965,1,0,0,0,Not Employed,1,1,1,4,4,2,working class,0.366633744,Alberta,United Church,White,NA,Ctl,Student,Age4564,1,PostSec,0,Alberta
246,1968,5,0,0,0,No,4,1,3,4,3,4,middle class,0.366633744,Alberta,Other Christian,White,2,Reg,Working part-time,Age4564,5,PostSec,2,Alberta
247,1957,6,0,1,0,Not Employed,2,4,2,3,3,3,middle class,0.366633744,Alberta,Catholic,White,NA,Reg,Retired,Age4564,2,PostSec,0,Alberta
248,1961,1,0,1,0,No,1,4,3,4,3,3,working class,0.366633744,Alberta,Other Christian,White,NA,Eth,"Unemployed, looking for work",Age4564,1,PostSec,0,Alberta
249,1964,6,0,0,1,No,2,4,1,3,3,1,middle class,0.366633744,Alberta,Other,White,NA,Reg,Retired,Age4564,1,PostSec,0,Alberta
250,1957,5,0,0,1,No,NA,3,1,3,4,3,middle class,0.366633744,Alberta,Non-religious,White,2,Reg,Working full time,Age4564,1,PostSec,2,Alberta
251,1955,7,0,1,0,No,4,3,4,3,2,3,affluent people,0.366633744,Alberta,Other Christian,White,3,Ctl,Working full time,Age4564,2,PostSec,3,Alberta
252,1969,5,0,1,0,Yes,2,1,4,1,4,4,middle class,0.366633744,Alberta,Catholic,White,1,Eth,Working full time,Age4564,1,PostSec,1,Alberta
253,1972,6,0,0,1,No,NA,3,2,4,3,1,middle class,0.366633744,Alberta,Non-religious,White,NA,Eth,Other,Age4564,3,PostSec,0,Alberta
254,1973,7,0,0,1,No,1,3,1,4,3,3,affluent people,0.366633744,Alberta,Catholic,White,1,Reg,Working full time,Age4564,1,PostSec,1,Alberta
255,1968,7,0,1,1,No,NA,1,3,4,2,4,affluent people,0.366633744,Alberta,Non-religious,White,2,Eth,Working full time,Age4564,2,PostSec,2,Alberta
256,1960,4,0,0,1,Not Employed,NA,1,1,3,3,1,middle class,0.366633744,Alberta,Non-religious,White,NA,Reg,Retired,Age4564,4,PostSec,0,Alberta
257,1970,2,0,0,0,No,2,1,2,3,3,3,working class,0.366633744,Alberta,Catholic,White,NA,Ctl,Retired,Age4564,4,PostSec,0,Alberta
258,1962,7,0,0,1,No,2,2,3,3,3,3,affluent people,0.366633744,Alberta,Other Christian,White,2,Eth,Working full time,Age4564,2,PostSec,2,Alberta
259,1956,5,1,0,1,No,NA,NA,NA,NA,NA,NA,,0.24395584,Alberta,,White,NA,Reg,Retired,Age4564,1,BachPlus,0,Alberta
260,1959,7,1,0,0,No,1,3,1,3,3,3,affluent people,0.24395584,Alberta,United Church,White,NA,Ctl,Retired,Age4564,6,BachPlus,0,Alberta
261,1964,7,1,0,1,No,4,4,4,4,4,4,affluent people,0.24395584,Alberta,Other Christian,White,NA,Reg,Retired,Age4564,5,BachPlus,0,Alberta
262,1957,4,1,0,1,Not Employed,1,2,2,3,3,2,middle class,0.24395584,Alberta,Other Christian,White,NA,Ctl,Retired,Age4564,2,BachPlus,0,Alberta
263,1963,6,1,1,0,Yes,2,3,2,4,4,3,middle class,0.24395584,Alberta,Catholic,White,1,Eth,Working part-time,Age4564,3,BachPlus,1,Alberta
264,1958,4,0,0,1,No,4,3,4,2,3,3,middle class,0.597576003,Alberta,Other Christian,White,NA,Ctl,Retired,Age4564,2,HS,0,Alberta
265,1964,3,0,0,0,No,1,3,3,3,4,3,working class,0.597576003,Alberta,Catholic,White,2,Reg,Working full time,Age4564,1,HS,2,Alberta
266,1959,6,0,0,1,No,4,3,4,4,4,4,middle class,0.597576003,Alberta,Other,White,1,Reg,Working part-time,Age4564,5,HS,1,Alberta
267,1955,3,0,0,0,No,NA,3,3,3,3,3,working class,0.597576003,Alberta,Non-religious,White,NA,Ctl,"Unemployed, looking for work",Age4564,3,HS,0,Alberta
268,1954,4,0,1,0,Yes,NA,1,1,3,3,1,middle class,0.275664747,Alberta,Non-religious,White,NA,Ctl,Retired,Age4564,3,PostSec,0,Alberta
269,1957,2,0,0,0,Not Employed,2,3,NA,4,NA,1,working class,0.275664747,Alberta,Anglican,White,NA,Reg,Retired,Age4564,1,PostSec,0,Alberta
270,1969,4,0,1,0,No,2,3,4,2,4,3,middle class,0.275664747,Alberta,Catholic,White,1,Reg,Working part-time,Age4564,6,PostSec,1,Alberta
271,1964,6,0,0,1,No,NA,4,3,3,3,2,middle class,0.275664747,Alberta,Non-religious,White,NA,Reg,"Unemployed, looking for work",Age4564,1,PostSec,0,Alberta
272,1964,4,0,0,1,No,NA,3,2,3,3,3,middle class,0.275664747,Alberta,Non-religious,White,2,Ctl,Working part-time,Age4564,5,PostSec,2,Alberta
273,1967,1,0,0,1,Not Employed,4,3,3,3,3,3,working class,0.275664747,Alberta,Muslim,White,NA,Eth,Retired,Age4564,7,PostSec,0,Alberta
274,1965,7,0,0,1,No,1,3,2,2,2,2,affluent people,0.275664747,Alberta,United Church,White,1,Ctl,Working full time,Age4564,5,PostSec,1,Alberta
275,1967,6,0,0,1,No,4,4,4,3,3,3,middle class,0.275664747,Alberta,Other Christian,White,2,Ctl,Working part-time,Age4564,1,PostSec,2,Alberta
276,1957,6,0,1,0,Yes,NA,2,1,2,2,1,middle class,0.275664747,Alberta,Non-religious,White,NA,Eth,Retired,Age4564,7,PostSec,0,Alberta
277,1944,7,1,0,1,No,1,3,2,2,2,2,affluent people,0.69484377,Alberta,Catholic,Other,1,Reg,Working full time,Age65p,4,BachPlus,1,Alberta
278,1932,7,1,1,1,No,4,2,3,2,2,2,affluent people,0.389061505,Alberta,United Church,White,NA,Ctl,Retired,Age65p,6,BachPlus,0,Alberta
279,1933,4,0,0,0,No,4,2,2,1,1,2,middle class,0.974099052,Alberta,Jewish,White,NA,Eth,Retired,Age65p,4,HS,0,Alberta
280,1944,4,0,1,0,No,1,4,2,4,4,3,middle class,0.441521468,Alberta,Jewish,White,1,Reg,Working full time,Age65p,1,PostSec,1,Alberta
281,1940,4,0,1,1,No,4,3,1,1,1,1,middle class,0.441521468,Alberta,Other Christian,White,NA,Reg,Other,Age65p,4,PostSec,0,Alberta
282,1944,4,0,0,1,Not Employed,NA,4,1,3,3,3,middle class,0.441521468,Alberta,Non-religious,White,NA,Ctl,Retired,Age65p,2,PostSec,0,Alberta
283,1950,3,1,0,0,Yes,1,3,2,2,2,2,working class,0.507288245,Alberta,Other,White,2,Reg,Working part-time,Age65p,3,BachPlus,2,Alberta
284,1941,4,1,1,0,No,NA,3,1,4,3,3,middle class,0.507288245,Alberta,Non-religious,White,NA,Eth,Retired,Age65p,4,BachPlus,0,Alberta
285,1947,7,1,1,1,No,NA,4,1,4,1,3,affluent people,0.507288245,Alberta,Non-religious,White,1,Eth,Working full time,Age65p,1,BachPlus,1,Alberta
286,1943,5,0,1,1,Not Employed,4,3,3,2,3,2,middle class,1.280876137,Alberta,Catholic,White,NA,Reg,Retired,Age65p,4,HS,0,Alberta
287,1952,5,0,0,1,Not Employed,NA,3,3,4,4,1,middle class,1.280876137,Alberta,Non-religious,White,NA,Ctl,Retired,Age65p,3,HS,0,Alberta
288,1948,3,0,0,0,Not Employed,NA,4,3,4,4,4,working class,1.280876137,Alberta,Non-religious,White,NA,Eth,Retired,Age65p,3,HS,0,Alberta
289,1943,4,0,1,1,No,2,2,3,4,4,1,middle class,1.280876137,Alberta,Jewish,White,NA,Reg,Retired,Age65p,2,HS,0,Alberta
290,1950,6,0,0,1,No,4,4,4,4,3,1,middle class,1.280876137,Alberta,Other Christian,White,NA,Ctl,Retired,Age65p,1,HS,0,Alberta
291,1941,2,0,0,0,No,1,2,1,2,2,2,working class,1.280876137,Alberta,Anglican,White,NA,Reg,Retired,Age65p,2,HS,0,Alberta
292,1941,5,0,1,1,Not Employed,2,3,2,3,2,2,middle class,1.280876137,Alberta,Catholic,White,NA,Reg,Retired,Age65p,6,HS,0,Alberta
293,1950,6,0,0,1,No,4,3,4,4,4,3,middle class,1.280876137,Alberta,Other Christian,White,NA,Eth,Retired,Age65p,1,HS,0,Alberta
294,1922,1,0,1,1,Yes,1,5,1,4,4,2,working class,1.280876137,Alberta,Anglican,White,1,Reg,Working full time,Age65p,7,HS,1,Alberta
295,1952,2,0,1,0,No,NA,3,3,2,3,3,working class,1.280876137,Alberta,Non-religious,White,NA,Eth,Retired,Age65p,1,HS,0,Alberta
296,1951,3,0,1,0,Not Employed,NA,3,4,4,4,4,working class,1.280876137,Alberta,Non-religious,White,NA,Reg,Retired,Age65p,4,HS,0,Alberta
297,1950,4,0,0,1,Not Employed,2,3,2,4,3,3,middle class,1.280876137,Alberta,Catholic,White,NA,Ctl,Retired,Age65p,3,HS,0,Alberta
298,1952,5,0,1,1,No,4,3,3,3,3,3,middle class,0.576655403,Alberta,Catholic,White,NA,Reg,Retired,Age65p,3,PostSec,0,Alberta
299,1943,3,0,1,1,No,4,3,2,3,3,3,working class,0.576655403,Alberta,Catholic,White,NA,Ctl,Retired,Age65p,4,PostSec,0,Alberta
300,1952,2,0,0,0,No,2,4,4,4,4,4,working class,0.576655403,Alberta,Other Christian,White,2,Reg,Working part-time,Age65p,4,PostSec,2,Alberta
301,1951,6,0,1,1,Not Employed,1,4,1,3,3,3,middle class,0.576655403,Alberta,United Church,White,NA,Ctl,Retired,Age65p,1,PostSec,0,Alberta
302,1950,4,0,0,1,No,1,3,3,3,3,3,middle class,0.576655403,Alberta,Other Christian,White,NA,Eth,Retired,Age65p,3,PostSec,0,Alberta
303,1947,5,0,1,1,No,2,2,3,3,3,3,middle class,0.576655403,Alberta,Other Christian,White,2,Ctl,Working full time,Age65p,3,PostSec,2,Alberta
304,1950,4,0,0,1,No,4,3,3,4,4,3,middle class,0.576655403,Alberta,Catholic,White,NA,Eth,Other,Age65p,1,PostSec,0,Alberta
305,1948,3,0,0,1,No,2,1,2,2,2,2,working class,0.576655403,Alberta,United Church,White,NA,Eth,Retired,Age65p,6,PostSec,0,Alberta
306,1935,4,0,1,1,Not Employed,2,3,1,4,2,1,middle class,0.576655403,Alberta,United Church,White,NA,Eth,Retired,Age65p,2,PostSec,0,Alberta
307,1950,2,0,0,0,No,4,2,4,3,4,3,working class,0.576655403,Alberta,Other,White,NA,Ctl,Retired,Age65p,1,PostSec,0,Alberta
308,1948,2,0,1,0,No,1,2,1,4,3,2,working class,0.576655403,Alberta,Catholic,White,NA,Ctl,Retired,Age65p,1,PostSec,0,Alberta
309,1944,4,0,0,1,Not Employed,2,4,2,4,3,4,middle class,0.576655403,Alberta,Catholic,White,NA,Ctl,Retired,Age65p,1,PostSec,0,Alberta
310,1947,7,1,1,1,Not Employed,NA,1,2,2,2,2,affluent people,0.379168007,Alberta,Non-religious,White,NA,Eth,Retired,Age65p,2,BachPlus,0,Alberta
311,1949,4,1,0,0,Not Employed,NA,2,3,3,4,3,middle class,0.379168007,Alberta,Non-religious,White,NA,Ctl,Retired,Age65p,1,BachPlus,0,Alberta
312,1949,4,1,0,0,No,NA,2,3,3,4,3,middle class,0.379168007,Alberta,Non-religious,White,NA,Ctl,Retired,Age65p,7,BachPlus,0,Alberta
313,1950,7,1,0,1,No,4,4,2,2,2,2,affluent people,0.379168007,Alberta,Other Christian,White,3,Ctl,Working part-time,Age65p,4,BachPlus,3,Alberta
314,1950,3,0,0,1,No,1,3,2,3,2,3,working class,0.948427208,Alberta,United Church,White,NA,Ctl,Retired,Age65p,4,HS,0,Alberta
315,1947,5,0,0,1,Not Employed,4,3,4,4,4,4,middle class,0.948427208,Alberta,Other Christian,White,NA,Ctl,Retired,Age65p,5,HS,0,Alberta
316,1947,2,0,0,0,No,1,2,3,3,3,3,working class,0.948427208,Alberta,Other Christian,White,NA,Ctl,Retired,Age65p,5,HS,0,Alberta
317,1941,4,0,1,1,Not Employed,2,3,3,3,3,3,middle class,0.948427208,Alberta,Other Christian,White,NA,Ctl,Retired,Age65p,3,HS,0,Alberta
318,1943,4,0,1,0,No,NA,3,1,3,3,3,middle class,0.948427208,Alberta,Non-religious,White,2,Eth,Working full time,Age65p,3,HS,2,Alberta
319,1951,1,0,1,1,No,1,3,1,1,1,1,working class,0.948427208,Alberta,Other Christian,White,NA,Reg,Retired,Age65p,3,HS,0,Alberta
320,1945,3,0,1,1,No,1,3,3,4,4,4,working class,0.948427208,Alberta,Catholic,White,NA,Ctl,Retired,Age65p,1,HS,0,Alberta
321,1946,3,0,0,0,Not Employed,4,3,2,2,2,2,working class,0.948427208,Alberta,Catholic,White,NA,Ctl,Retired,Age65p,4,HS,0,Alberta
322,1946,3,0,0,0,No,1,3,1,3,2,4,working class,0.948427208,Alberta,Catholic,White,1,Reg,Working part-time,Age65p,3,HS,1,Alberta
323,1993,3,1,0,0,No,1,4,4,4,4,4,working class,0.213654221,Newfoundland and Labrador,Hindu,"Aboriginal (First Nations, M??tis or Inuit)",1,Eth,Working full time,Age1524,6,BachPlus,1,Newfoundland and Labrador
324,1997,1,0,0,0,No,NA,3,1,3,2,3,working class,0.679036552,Newfoundland and Labrador,Non-religious,"Aboriginal (First Nations, M??tis or Inuit)",NA,Ctl,"Unemployed, looking for work",Age1524,3,HS,0,Newfoundland and Labrador
325,1993,3,0,0,1,No,1,3,3,2,4,2,working class,0.311547754,New Brunswick,Other,"Aboriginal (First Nations, M??tis or Inuit)",1,Reg,Working full time,Age1524,6,PostSec,1,New Brunswick
326,1994,7,0,0,0,Yes,4,5,2,2,2,3,affluent people,0.125,Nova Scotia,Catholic,South Asian,2,Reg,Working part-time,Age1524,2,PostSec,2,Nova Scotia
